filename,artist,title,duration_seconds,cover_path,decided_by
Taylor Swift - Cruel Summer.mp3,Taylor Swift,Cruel Summer,178.464,P:\Web Development\Audora\frontend\public\songs\covers\Taylor_Swift_-_Cruel_Summer.jpg,tags
Taylor Swift - Don’t Blame Me.mp3,Taylor Swift,Don’t Blame Me,236.448,P:\Web Development\Audora\frontend\public\songs\covers\Taylor_Swift_-_Don_t_Blame_Me.jpg,tags
Taylor Swift - Lover.mp3,Taylor Swift,Lover,221.352,P:\Web Development\Audora\frontend\public\songs\covers\Taylor_Swift_-_Lover.jpg,tags
Taylor Swift - Shake It Off.mp3,Taylor Swift,Shake It Off,219.24,P:\Web Development\Audora\frontend\public\songs\covers\Taylor_Swift_-_Shake_It_Off.jpg,tags
Taylor Swift - Style.mp3,Taylor Swift,Style,231.024,P:\Web Development\Audora\frontend\public\songs\covers\Taylor_Swift_-_Style.jpg,tags
Taylor Swift - august.mp3,Taylor Swift,august,261.96,P:\Web Development\Audora\frontend\public\songs\covers\Taylor_Swift_-_august.jpg,tags
Taylor Swift - cardigan.mp3,Taylor Swift,cardigan,239.592,P:\Web Development\Audora\frontend\public\songs\covers\Taylor_Swift_-_cardigan.jpg,tags
The Faim - Saints of the Sinners.mp3,The Faim,Saints of the Sinners,183.024,P:\Web Development\Audora\frontend\public\songs\covers\The_Faim_-_Saints_of_the_Sinners.jpg,tags
"The Kid LAROI, Justin Bieber - STAY.mp3",The Kid LAROI/Justin Bieber,STAY,141.84,P:\Web Development\Audora\frontend\public\songs\covers\The_Kid_LAROI__Justin_Bieber_-_STAY.jpg,tags
The Weeknd - Blinding Lights.mp3,The Weeknd,Blinding Lights,201.6,P:\Web Development\Audora\frontend\public\songs\covers\The_Weeknd_-_Blinding_Lights.jpg,tags
The Weeknd - Call Out My Name.mp3,The Weeknd,Call Out My Name,228.408,P:\Web Development\Audora\frontend\public\songs\covers\The_Weeknd_-_Call_Out_My_Name.jpg,tags
The Weeknd - Cry For Me.mp3,The Weeknd,Cry For Me,224.184,P:\Web Development\Audora\frontend\public\songs\covers\The_Weeknd_-_Cry_For_Me.jpg,tags
The Weeknd - Die For You.mp3,The Weeknd,Die For You,260.28,P:\Web Development\Audora\frontend\public\songs\covers\The_Weeknd_-_Die_For_You.jpg,tags
The Weeknd - Save Your Tears.mp3,The Weeknd,Save Your Tears,215.664,P:\Web Development\Audora\frontend\public\songs\covers\The_Weeknd_-_Save_Your_Tears.jpg,tags
The Weeknd - The Hills.mp3,The Weeknd,The Hills,242.28,P:\Web Development\Audora\frontend\public\songs\covers\The_Weeknd_-_The_Hills.jpg,tags
"The Weeknd, Anitta - São Paulo (feat. Anitta) - Single Version.mp3",The Weeknd/Anitta,São Paulo (feat. Anitta) - Single Version,148.896,P:\Web Development\Audora\frontend\public\songs\covers\The_Weeknd__Anitta_-_S_o_Paulo__feat._Anitta__-_Single_Version.jpg,tags
"The Weeknd, Anitta - São Paulo (feat. Anitta).mp3",The Weeknd/Anitta,São Paulo (feat. Anitta),301.656,P:\Web Development\Audora\frontend\public\songs\covers\The_Weeknd__Anitta_-_S_o_Paulo__feat._Anitta_.jpg,tags
"The Weeknd, Doechii, Playboi Carti - Timeless (feat. Playboi Carti & Doechii) - Remix.mp3",The Weeknd/Doechii/Playboi Carti,Timeless (feat. Playboi Carti & Doechii) - Remix,228.024,P:\Web Development\Audora\frontend\public\songs\covers\The_Weeknd__Doechii__Playboi_Carti_-_Timeless__feat._Playboi_Carti___Doechii__-_Remix.jpg,tags
"The Weeknd, Playboi Carti - Timeless (feat Playboi Carti).mp3",The Weeknd/Playboi Carti,Timeless (feat Playboi Carti),256.032,P:\Web Development\Audora\frontend\public\songs\covers\The_Weeknd__Playboi_Carti_-_Timeless__feat_Playboi_Carti_.jpg,tags
Tony Kakkar - Zindagi Bata De.mp3,Tony Kakkar,Zindagi Bata De,155.568,P:\Web Development\Audora\frontend\public\songs\covers\Tony_Kakkar_-_Zindagi_Bata_De.jpg,tags
Travis Scott - 4X4.mp3,Travis Scott,4X4,190.608,P:\Web Development\Audora\frontend\public\songs\covers\Travis_Scott_-_4X4.jpg,tags
Travis Scott - HIGHEST IN THE ROOM.mp3,Travis Scott,HIGHEST IN THE ROOM,175.752,P:\Web Development\Audora\frontend\public\songs\covers\Travis_Scott_-_HIGHEST_IN_THE_ROOM.jpg,tags
Travis Scott - SICKO MODE.mp3,Travis Scott,SICKO MODE,312.864,P:\Web Development\Audora\frontend\public\songs\covers\Travis_Scott_-_SICKO_MODE.jpg,tags
Travis Scott - goosebumps.mp3,Travis Scott,goosebumps,243.864,P:\Web Development\Audora\frontend\public\songs\covers\Travis_Scott_-_goosebumps.jpg,tags
"Travis Scott, Justin Bieber, Young Thug - Maria I'm Drunk (feat. Justin Bieber & Young Thug).mp3",Travis Scott/Justin Bieber/Young Thug,Maria I'm Drunk (feat. Justin Bieber & Young Thug),349.968,P:\Web Development\Audora\frontend\public\songs\covers\Travis_Scott__Justin_Bieber__Young_Thug_-_Maria_I_m_Drunk__feat._Justin_Bieber___Young_Thug_.jpg,tags
"Travis Scott, Kacy Hill - 90210 (feat. Kacy Hill).mp3",Travis Scott/Kacy Hill,90210 (feat. Kacy Hill),339.096,P:\Web Development\Audora\frontend\public\songs\covers\Travis_Scott__Kacy_Hill_-_90210__feat._Kacy_Hill_.jpg,tags
"Travis Scott, Swae Lee, Chief Keef - Nightcrawler (feat. Swae Lee & Chief Keef).mp3",Travis Scott/Swae Lee/Chief Keef,Nightcrawler (feat. Swae Lee & Chief Keef),321.6,P:\Web Development\Audora\frontend\public\songs\covers\Travis_Scott__Swae_Lee__Chief_Keef_-_Nightcrawler__feat._Swae_Lee___Chief_Keef_.jpg,tags
"Udit Narayan, Alka Yagnik - Dil Ne Yeh Kaha Hain Dil Se.mp3",Udit Narayan/Alka Yagnik,Dil Ne Yeh Kaha Hain Dil Se,426.672,P:\Web Development\Audora\frontend\public\songs\covers\Udit_Narayan__Alka_Yagnik_-_Dil_Ne_Yeh_Kaha_Hain_Dil_Se.jpg,tags
"Udit Narayan, Shreya Ghoshal - Jugraafiya - From 'Super 30'.mp3",Udit Narayan/Shreya Ghoshal,"Jugraafiya - From ""Super 30""",274.392,P:\Web Development\Audora\frontend\public\songs\covers\Udit_Narayan__Shreya_Ghoshal_-_Jugraafiya_-_From__Super_30_.jpg,tags
"Uttam Singh, Asha Bhosle, Anand Bakshi - Le Gayi.mp3",Uttam Singh/Asha Bhosle/Anand Bakshi,Le Gayi,341.424,P:\Web Development\Audora\frontend\public\songs\covers\Uttam_Singh__Asha_Bhosle__Anand_Bakshi_-_Le_Gayi.jpg,tags
"Varun Jain, Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya - Tere Vaaste (From 'Zara Hatke Zara Bachke').mp3",Varun Jain/Sachin-Jigar/Shadab Faridi/Altamash Faridi/Amitabh Bhattacharya,"Tere Vaaste (From ""Zara Hatke Zara Bachke"")",189.168,P:\Web Development\Audora\frontend\public\songs\covers\Varun_Jain__Sachin-Jigar__Shadab_Faridi__Altamash_Faridi__Amitabh_Bhattacharya_-_Tere_Vaaste__From__Zara_Hatke_Zara_Bachke__.jpg,tags
"Vishal Bhardwaj, Rekha Bhardwaj, Rakesh Pandit, Gulzar - Namak.mp3",Vishal Bhardwaj/Rekha Bhardwaj/Rakesh Pandit/Gulzar,Namak,412.944,P:\Web Development\Audora\frontend\public\songs\covers\Vishal_Bhardwaj__Rekha_Bhardwaj__Rakesh_Pandit__Gulzar_-_Namak.jpg,tags
"Vishal Mishra, Raj Shekhar - Pehle Bhi Main.mp3",Vishal Mishra/Raj Shekhar,Pehle Bhi Main,250.2,P:\Web Development\Audora\frontend\public\songs\covers\Vishal_Mishra__Raj_Shekhar_-_Pehle_Bhi_Main.jpg,tags
Vishal-Shekhar - Ishq Sufiyana.mp3,Vishal-Shekhar,Ishq Sufiyana,327.96,P:\Web Development\Audora\frontend\public\songs\covers\Vishal-Shekhar_-_Ishq_Sufiyana.jpg,tags
"Vishal-Shekhar, Abhijeet Srivastava - Chashni.mp3",Vishal-Shekhar/Abhijeet Srivastava,Chashni,266.04,P:\Web Development\Audora\frontend\public\songs\covers\Vishal-Shekhar__Abhijeet_Srivastava_-_Chashni.jpg,tags
"Vishal-Shekhar, Akon, Vishal Dadlani, Shruti Pathak, Kumaar - Criminal.mp3",Vishal-Shekhar/Akon/Vishal Dadlani/Shruti Pathak/Kumaar,Criminal,306.528,P:\Web Development\Audora\frontend\public\songs\covers\Vishal-Shekhar__Akon__Vishal_Dadlani__Shruti_Pathak__Kumaar_-_Criminal.jpg,tags
"Vishal-Shekhar, Amitabh Bhattacharya, Anusha Mani - Tera Rastaa Chhodoon Na.mp3",Vishal-Shekhar/Amitabh Bhattacharya/Anusha Mani,Tera Rastaa Chhodoon Na,253.008,P:\Web Development\Audora\frontend\public\songs\covers\Vishal-Shekhar__Amitabh_Bhattacharya__Anusha_Mani_-_Tera_Rastaa_Chhodoon_Na.jpg,tags
"Vishal-Shekhar, Arijit Singh, Shilpa Rao, Kumaar - Ghungroo (From 'War').mp3",Vishal-Shekhar/Arijit Singh/Shilpa Rao/Kumaar,"Ghungroo (From ""War"")",302.976,P:\Web Development\Audora\frontend\public\songs\covers\Vishal-Shekhar__Arijit_Singh__Shilpa_Rao__Kumaar_-_Ghungroo__From__War__.jpg,tags
"Vishal-Shekhar, Atif Aslam, Irshad Kamil - Dil Diyan Gallan.mp3",Vishal-Shekhar/Atif Aslam/Irshad Kamil,Dil Diyan Gallan,260.568,P:\Web Development\Audora\frontend\public\songs\covers\Vishal-Shekhar__Atif_Aslam__Irshad_Kamil_-_Dil_Diyan_Gallan.jpg,tags
"Vishal-Shekhar, Chinmayi, Shekhar Ravjiani - Zehnaseeb.mp3",Vishal-Shekhar/Chinmayi/Shekhar Ravjiani,Zehnaseeb,217.464,P:\Web Development\Audora\frontend\public\songs\covers\Vishal-Shekhar__Chinmayi__Shekhar_Ravjiani_-_Zehnaseeb.jpg,tags
"Vishal-Shekhar, KK - Ajab Si.mp3",Vishal-Shekhar/KK,Ajab Si,241.704,P:\Web Development\Audora\frontend\public\songs\covers\Vishal-Shekhar__KK_-_Ajab_Si.jpg,tags
"Vishal-Shekhar, KK, Shilpa Rao, Anvita Dutt Guptan - Khuda Jaane.mp3",Vishal-Shekhar/KK/Shilpa Rao/Anvita Dutt Guptan,Khuda Jaane,333.216,P:\Web Development\Audora\frontend\public\songs\covers\Vishal-Shekhar__KK__Shilpa_Rao__Anvita_Dutt_Guptan_-_Khuda_Jaane.jpg,tags
"Vishal-Shekhar, Kamal Khan - Ishq Sufiyana (Male).mp3",Vishal-Shekhar/Kamal Khan,Ishq Sufiyana (Male),324.936,P:\Web Development\Audora\frontend\public\songs\covers\Vishal-Shekhar__Kamal_Khan_-_Ishq_Sufiyana__Male_.jpg,tags
"Vishal-Shekhar, Mohit Chauhan, Shekhar Ravjiani, Shruti Pathak - Tujhe Bhula Diya.mp3",Vishal-Shekhar/Mohit Chauhan/Shekhar Ravjiani/Shruti Pathak,Tujhe Bhula Diya,279.456,P:\Web Development\Audora\frontend\public\songs\covers\Vishal-Shekhar__Mohit_Chauhan__Shekhar_Ravjiani__Shruti_Pathak_-_Tujhe_Bhula_Diya.jpg,tags
"Vishal-Shekhar, Papon, Irshad Kamil - Bulleya.mp3",Vishal-Shekhar/Papon/Irshad Kamil,Bulleya,357.048,P:\Web Development\Audora\frontend\public\songs\covers\Vishal-Shekhar__Papon__Irshad_Kamil_-_Bulleya.jpg,tags
"Vishal-Shekhar, Sanam Puri, Shipra Goyal - Ishq Bulaava.mp3",Vishal-Shekhar/Sanam Puri/Shipra Goyal,Ishq Bulaava,303.672,P:\Web Development\Audora\frontend\public\songs\covers\Vishal-Shekhar__Sanam_Puri__Shipra_Goyal_-_Ishq_Bulaava.jpg,tags
"Vishal-Shekhar, Shaan, Gayatri Iyer, Jaideep Sahni - My Dil Goes Mmmm.mp3",Vishal-Shekhar/Shaan/Gayatri Iyer/Jaideep Sahni,My Dil Goes Mmmm,452.472,P:\Web Development\Audora\frontend\public\songs\covers\Vishal-Shekhar__Shaan__Gayatri_Iyer__Jaideep_Sahni_-_My_Dil_Goes_Mmmm.jpg,tags
"Vishal-Shekhar, Shafqat Amanat Ali, Kumaar - Dildaara (Stand By Me).mp3",Vishal-Shekhar/Shafqat Amanat Ali/Kumaar,Dildaara (Stand By Me),249.696,P:\Web Development\Audora\frontend\public\songs\covers\Vishal-Shekhar__Shafqat_Amanat_Ali__Kumaar_-_Dildaara__Stand_By_Me_.jpg,tags
"Vishal-Shekhar, Shafqat Amanat Ali, Nupur Pant - Manchala.mp3",Vishal-Shekhar/Shafqat Amanat Ali/Nupur Pant,Manchala,227.544,P:\Web Development\Audora\frontend\public\songs\covers\Vishal-Shekhar__Shafqat_Amanat_Ali__Nupur_Pant_-_Manchala.jpg,tags
"Vishal-Shekhar, Shahid Mallya, Nisha Mascarenhas, Marianne D'Cruz Aiman - Kukkad.mp3",Vishal-Shekhar/Shahid Mallya/Nisha Mascarenhas/Marianne D'Cruz Aiman,Kukkad,262.896,P:\Web Development\Audora\frontend\public\songs\covers\Vishal-Shekhar__Shahid_Mallya__Nisha_Mascarenhas__Marianne_D_Cruz_Aiman_-_Kukkad.jpg,tags
"Vishal-Shekhar, Shekhar Ravjiani, Salim Merchant, Neeti Mohan - Ishq Wala Love.mp3",Vishal-Shekhar/Shekhar Ravjiani/Salim Merchant/Neeti Mohan,Ishq Wala Love,258.0,P:\Web Development\Audora\frontend\public\songs\covers\Vishal-Shekhar__Shekhar_Ravjiani__Salim_Merchant__Neeti_Mohan_-_Ishq_Wala_Love.jpg,tags
"Vishal-Shekhar, Vishal Dadlani, Hamsika Iyer - One Two Three Four (Get On The Dance Floor).mp3",Vishal-Shekhar/Vishal Dadlani/Hamsika Iyer,One Two Three Four (Get On The Dance Floor),228.36,P:\Web Development\Audora\frontend\public\songs\covers\Vishal-Shekhar__Vishal_Dadlani__Hamsika_Iyer_-_One_Two_Three_Four__Get_On_The_Dance_Floor_.jpg,tags
"Vishal-Shekhar, Vishal Dadlani, Shekhar Ravjiani - Vele.mp3",Vishal-Shekhar/Vishal Dadlani/Shekhar Ravjiani,Vele,230.592,P:\Web Development\Audora\frontend\public\songs\covers\Vishal-Shekhar__Vishal_Dadlani__Shekhar_Ravjiani_-_Vele.jpg,tags
"Wajid, Labh Janjua, Sneha Pant - Soni De Nakhre.mp3",Wajid/Labh Janjua/Sneha Pant,Soni De Nakhre,258.624,P:\Web Development\Audora\frontend\public\songs\covers\Wajid__Labh_Janjua__Sneha_Pant_-_Soni_De_Nakhre.jpg,tags
"Wajid, Sunidhi Chauhan, Suzanne D'Mello - Right Now Now.mp3",Wajid/Sunidhi Chauhan/Suzanne D'Mello,Right Now Now,246.36,P:\Web Development\Audora\frontend\public\songs\covers\Wajid__Sunidhi_Chauhan__Suzanne_D_Mello_-_Right_Now_Now.jpg,tags
Yashal Shahid - Mere Humsafar (Original Score) [Female Version].mp3,Yashal Shahid,Mere Humsafar (Original Score) [Female Version],351.288,P:\Web Development\Audora\frontend\public\songs\covers\Yashal_Shahid_-_Mere_Humsafar__Original_Score___Female_Version_.jpg,tags
"Yashita Sharma, Manish Kumar Tipu, Farhan Akhtar, Shankar Mahadevan, Sukhwinder Singh - Gallan Goodiyaan.mp3",Yashita Sharma/Manish Kumar Tipu/Farhan Akhtar/Shankar Mahadevan/Sukhwinder Singh,Gallan Goodiyaan,296.544,P:\Web Development\Audora\frontend\public\songs\covers\Yashita_Sharma__Manish_Kumar_Tipu__Farhan_Akhtar__Shankar_Mahadevan__Sukhwinder_Singh_-_Gallan_Goodiyaan.jpg,tags
"Yashraj, Dropped Out, Talwiinder - Dhundhala.mp3",Yashraj/Dropped Out/Talwiinder,Dhundhala,182.424,P:\Web Development\Audora\frontend\public\songs\covers\Yashraj__Dropped_Out__Talwiinder_-_Dhundhala.jpg,tags
Yo Yo Honey Singh - Blue Eyes.mp3,Yo Yo Honey Singh,Blue Eyes,220.968,P:\Web Development\Audora\frontend\public\songs\covers\Yo_Yo_Honey_Singh_-_Blue_Eyes.jpg,tags
Yo Yo Honey Singh - Desi Kalakaar.mp3,Yo Yo Honey Singh,Desi Kalakaar,253.392,P:\Web Development\Audora\frontend\public\songs\covers\Yo_Yo_Honey_Singh_-_Desi_Kalakaar.jpg,tags
Yo Yo Honey Singh - Love Dose.mp3,Yo Yo Honey Singh,Love Dose,224.472,P:\Web Development\Audora\frontend\public\songs\covers\Yo_Yo_Honey_Singh_-_Love_Dose.jpg,tags
Yo Yo Honey Singh - Lungi Dance.mp3,Yo Yo Honey Singh,Lungi Dance,275.424,P:\Web Development\Audora\frontend\public\songs\covers\Yo_Yo_Honey_Singh_-_Lungi_Dance.jpg,tags
Yo Yo Honey Singh - Millionaire.mp3,Yo Yo Honey Singh,Millionaire,199.152,P:\Web Development\Audora\frontend\public\songs\covers\Yo_Yo_Honey_Singh_-_Millionaire.jpg,tags
"Yo Yo Honey Singh, Jasmine Sandlas - Yaar Naa Miley (From 'Kick').mp3",Yo Yo Honey Singh/Jasmine Sandlas,"Yaar Naa Miley (From ""Kick"")",243.24,P:\Web Development\Audora\frontend\public\songs\covers\Yo_Yo_Honey_Singh__Jasmine_Sandlas_-_Yaar_Naa_Miley__From__Kick__.jpg,tags
"Yo Yo Honey Singh, Neha Kakkar - Manali Trance.mp3",Yo Yo Honey Singh/Neha Kakkar,Manali Trance,203.232,P:\Web Development\Audora\frontend\public\songs\covers\Yo_Yo_Honey_Singh__Neha_Kakkar_-_Manali_Trance.jpg,tags
"Yo Yo Honey Singh, Neha Kakkar - Sunny Sunny.mp3",Yo Yo Honey Singh/Neha Kakkar,Sunny Sunny,243.36,P:\Web Development\Audora\frontend\public\songs\covers\Yo_Yo_Honey_Singh__Neha_Kakkar_-_Sunny_Sunny.jpg,tags
"Yo Yo Honey Singh, Neha Kakkar, Navraj Hans, Anand Raj Anand - Chhote Chhote Peg (From 'Sonu Ke Titu Ki Sweety').mp3",Yo Yo Honey Singh/Neha Kakkar/Navraj Hans/Anand Raj Anand,"Chhote Chhote Peg (From ""Sonu Ke Titu Ki Sweety"")",204.216,P:\Web Development\Audora\frontend\public\songs\covers\Yo_Yo_Honey_Singh__Neha_Kakkar__Navraj_Hans__Anand_Raj_Anand_-_Chhote_Chhote_Peg__From__Sonu_Ke_Titu_Ki_Sweety__.jpg,tags
