filename,artist,title,duration_seconds,cover_path,decided_by
"Kishore Kumar, Anette, R. D. Burman - Dilbar Mere - From 'Satte Pe Satta'.mp3",Kishore Kumar/Anette/R. D. Burman,"Dilbar Mere - From ""Satte Pe Satta""",288.504,P:\Web Development\Audora\frontend\public\songs\covers\Kishore_Kumar__Anette__R._D._Burman_-_Dilbar_Mere_-_From__Satte_Pe_Satta_.jpg,tags
"Kishore Kumar, Asha Bhosle - Yeh Raaten Yeh Mausam.mp3",Kishore Kumar/Asha Bhosle,Yeh Raaten Yeh Mausam,201.192,P:\Web Development\Audora\frontend\public\songs\covers\Kishore_Kumar__Asha_Bhosle_-_Yeh_Raaten_Yeh_Mausam.jpg,tags
"Kishore Kumar, Asha Bhosle, R. D. Burman - Yeh Vaada Raha - Tu Tu Hai Wahi  From “Yeh Vaada Raha”.mp3",Kishore Kumar/Asha Bhosle/R. D. Burman,Yeh Vaada Raha - Tu Tu Hai Wahi / From “Yeh Vaada Raha”,409.368,P:\Web Development\Audora\frontend\public\songs\covers\Kishore_Kumar__Asha_Bhosle__R._D._Burman_-_Yeh_Vaada_Raha_-_Tu_Tu_Hai_Wahi__From__Yeh_Vaada_Raha_.jpg,tags
"Kishore Kumar, Lata Mangeshkar - Aap Ki Ankhon Mein Kuch.mp3",Kishore Kumar/Lata Mangeshkar,Aap Ki Ankhon Mein Kuch,249.216,P:\Web Development\Audora\frontend\public\songs\covers\Kishore_Kumar__Lata_Mangeshkar_-_Aap_Ki_Ankhon_Mein_Kuch.jpg,tags
"Kishore Kumar, Laxmikant–Pyarelal - Mere Mehboob Qayamat Hogi.mp3",Kishore Kumar/Laxmikant–Pyarelal,Mere Mehboob Qayamat Hogi,228.72,P:\Web Development\Audora\frontend\public\songs\covers\Kishore_Kumar__Laxmikant_Pyarelal_-_Mere_Mehboob_Qayamat_Hogi.jpg,tags
"Kishore Kumar, R. D. Burman - Ek Ajnabee Haseena Se.mp3",Kishore Kumar/R. D. Burman,Ek Ajnabee Haseena Se,266.64,P:\Web Development\Audora\frontend\public\songs\covers\Kishore_Kumar__R._D._Burman_-_Ek_Ajnabee_Haseena_Se.jpg,tags
"Kishore Kumar, R. D. Burman - Meri Bheegi Bheegi Si.mp3",Kishore Kumar/R. D. Burman,Meri Bheegi Bheegi Si,246.936,P:\Web Development\Audora\frontend\public\songs\covers\Kishore_Kumar__R._D._Burman_-_Meri_Bheegi_Bheegi_Si.jpg,tags
"Kishore Kumar, R. D. Burman - O Mere Dil Ke Chain.mp3",Kishore Kumar/R. D. Burman,O Mere Dil Ke Chain,273.384,P:\Web Development\Audora\frontend\public\songs\covers\Kishore_Kumar__R._D._Burman_-_O_Mere_Dil_Ke_Chain.jpg,tags
"Kishore Kumar, R. D. Burman - Yeh Sham Mastani.mp3",Kishore Kumar/R. D. Burman,Yeh Sham Mastani,270.168,P:\Web Development\Audora\frontend\public\songs\covers\Kishore_Kumar__R._D._Burman_-_Yeh_Sham_Mastani.jpg,tags
Kunal Bojewar - Chura Liya Hai Tumne Jo Dil Ko.mp3,Kunal Bojewar,Chura Liya Hai Tumne Jo Dil Ko,195.528,P:\Web Development\Audora\frontend\public\songs\covers\Kunal_Bojewar_-_Chura_Liya_Hai_Tumne_Jo_Dil_Ko.jpg,tags
"Kylie Minogue, Sonu Nigam, Suzanne, A.R. Rahman, Abbas Tyrewala - Chiggy Wiggy.mp3",Kylie Minogue/Sonu Nigam/Suzanne/A.R. Rahman/Abbas Tyrewala,Chiggy Wiggy,310.128,P:\Web Development\Audora\frontend\public\songs\covers\Kylie_Minogue__Sonu_Nigam__Suzanne__A.R._Rahman__Abbas_Tyrewala_-_Chiggy_Wiggy.jpg,tags
"Labh Janjua, Sonu Kakkar, Neha Kakkar - London Thumakda.mp3",Labh Janjua/Sonu Kakkar/Neha Kakkar,London Thumakda,230.496,P:\Web Development\Audora\frontend\public\songs\covers\Labh_Janjua__Sonu_Kakkar__Neha_Kakkar_-_London_Thumakda.jpg,tags
Labrinth - Mount Everest.mp3,Labrinth,Mount Everest,157.536,P:\Web Development\Audora\frontend\public\songs\covers\Labrinth_-_Mount_Everest.jpg,tags
"Lady Gaga, Bruno Mars - Die With A Smile.mp3",Lady Gaga/Bruno Mars,Die With A Smile,251.712,P:\Web Development\Audora\frontend\public\songs\covers\Lady_Gaga__Bruno_Mars_-_Die_With_A_Smile.jpg,tags
Lamb of God - Laid to Rest.mp3,Lamb of God,Laid to Rest,230.232,P:\Web Development\Audora\frontend\public\songs\covers\Lamb_of_God_-_Laid_to_Rest.jpg,tags
Lana Del Rey - Diet Mountain Dew.mp3,Lana Del Rey,Diet Mountain Dew,222.96,P:\Web Development\Audora\frontend\public\songs\covers\Lana_Del_Rey_-_Diet_Mountain_Dew.jpg,tags
Lata Mangeshkar - Mere Khwabon Mein.mp3,Lata Mangeshkar,Mere Khwabon Mein,256.464,P:\Web Development\Audora\frontend\public\songs\covers\Lata_Mangeshkar_-_Mere_Khwabon_Mein.jpg,tags
"Lata Mangeshkar, R. D. Burman - Aaja Piya Tohe Pyar Doon.mp3",Lata Mangeshkar/R. D. Burman,Aaja Piya Tohe Pyar Doon,251.328,P:\Web Development\Audora\frontend\public\songs\covers\Lata_Mangeshkar__R._D._Burman_-_Aaja_Piya_Tohe_Pyar_Doon.jpg,tags
"Lata Mangeshkar, Udit Narayan - Dil To Pagal Hai - LoFi Mix.mp3",Lata Mangeshkar/Udit Narayan,Dil To Pagal Hai - LoFi Mix,221.76,P:\Web Development\Audora\frontend\public\songs\covers\Lata_Mangeshkar__Udit_Narayan_-_Dil_To_Pagal_Hai_-_LoFi_Mix.jpg,tags
"Lil Wayne, Drake - She Will.mp3",Lil Wayne/Drake,She Will,307.392,P:\Web Development\Audora\frontend\public\songs\covers\Lil_Wayne__Drake_-_She_Will.jpg,tags
"Mamta Sharma, Javed Ali - Tinku Jiya.mp3",Mamta Sharma/Javed Ali,Tinku Jiya,298.248,P:\Web Development\Audora\frontend\public\songs\covers\Mamta_Sharma__Javed_Ali_-_Tinku_Jiya.jpg,tags
"Mamta Sharma, Wajid - Fevicol Se.mp3",Mamta Sharma/Wajid,Fevicol Se,289.896,P:\Web Development\Audora\frontend\public\songs\covers\Mamta_Sharma__Wajid_-_Fevicol_Se.jpg,tags
"Mani Sharma, Kabilan, Shankar Mahadevan - Ada All Thotta Boopathi (From 'Youth').mp3",Mani Sharma/Kabilan/Shankar Mahadevan,"Ada All Thotta Boopathi (From ""Youth"")",295.248,P:\Web Development\Audora\frontend\public\songs\covers\Mani_Sharma__Kabilan__Shankar_Mahadevan_-_Ada_All_Thotta_Boopathi__From__Youth__.jpg,tags
Masoom Sharma - 2 Khatole (Lofi).mp3,Masoom Sharma,2 Khatole (Lofi),197.664,P:\Web Development\Audora\frontend\public\songs\covers\Masoom_Sharma_-_2_Khatole__Lofi_.jpg,tags
Masoom Sharma - Ek Khtola Jail Ke Bhitar.mp3,Masoom Sharma,Ek Khtola Jail Ke Bhitar,166.296,P:\Web Development\Audora\frontend\public\songs\covers\Masoom_Sharma_-_Ek_Khtola_Jail_Ke_Bhitar.jpg,tags
"Masoom Sharma, Rahul Muana, Swara Verma, Ruba Khan - Chambal K Dakku.mp3",Masoom Sharma/Rahul Muana/Swara Verma/Ruba Khan,Chambal K Dakku,227.688,P:\Web Development\Audora\frontend\public\songs\covers\Masoom_Sharma__Rahul_Muana__Swara_Verma__Ruba_Khan_-_Chambal_K_Dakku.jpg,tags
"Masoom Sharma, Swara Verma - Lofar.mp3",Masoom Sharma/Swara Verma,Lofar,129.816,P:\Web Development\Audora\frontend\public\songs\covers\Masoom_Sharma__Swara_Verma_-_Lofar.jpg,tags
"Masoom Sharma, Sweta Chauhan, Yash Thukral - Raat Ke Shikari.mp3",Masoom Sharma/Sweta Chauhan/Yash Thukral,Raat Ke Shikari,148.704,P:\Web Development\Audora\frontend\public\songs\covers\Masoom_Sharma__Sweta_Chauhan__Yash_Thukral_-_Raat_Ke_Shikari.jpg,tags
"Meet Bros Anjjan, Khushboo Grewal - Pink Lips.mp3",Meet Bros Anjjan/Khushboo Grewal,Pink Lips,254.856,P:\Web Development\Audora\frontend\public\songs\covers\Meet_Bros_Anjjan__Khushboo_Grewal_-_Pink_Lips.jpg,tags
"Meet Bros., Jubin Nautiyal, Dhvani Bhanushali - Kinna Sona (From 'Marjaavaan').mp3",Meet Bros./Jubin Nautiyal/Dhvani Bhanushali,"Kinna Sona (From ""Marjaavaan"")",273.96,P:\Web Development\Audora\frontend\public\songs\covers\Meet_Bros.__Jubin_Nautiyal__Dhvani_Bhanushali_-_Kinna_Sona__From__Marjaavaan__.jpg,tags
"Mithoon, Arijit Singh - Dhun.mp3",Mithoon/Arijit Singh,Dhun,276.672,P:\Web Development\Audora\frontend\public\songs\covers\Mithoon__Arijit_Singh_-_Dhun.jpg,tags
"Mithoon, Arijit Singh - Tum Hi Ho.mp3",Mithoon/Arijit Singh,Tum Hi Ho,262.008,P:\Web Development\Audora\frontend\public\songs\covers\Mithoon__Arijit_Singh_-_Tum_Hi_Ho.jpg,tags
"Mithoon, Manoj Muntashir, Arijit Singh, Shashaa Tirupati - Phir Bhi Tumko Chaahunga.mp3",Mithoon/Manoj Muntashir/Arijit Singh/Shashaa Tirupati,Phir Bhi Tumko Chaahunga,351.624,P:\Web Development\Audora\frontend\public\songs\covers\Mithoon__Manoj_Muntashir__Arijit_Singh__Shashaa_Tirupati_-_Phir_Bhi_Tumko_Chaahunga.jpg,tags
Mitraz - Akhiyaan Gulaab (From 'Teri Baaton Mein Aisa Uljha Jiya').mp3,Mitraz,"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",171.192,P:\Web Development\Audora\frontend\public\songs\covers\Mitraz_-_Akhiyaan_Gulaab__From__Teri_Baaton_Mein_Aisa_Uljha_Jiya__.jpg,tags
Mitraz - Gulaab.mp3,Mitraz,Gulaab,169.68,P:\Web Development\Audora\frontend\public\songs\covers\Mitraz_-_Gulaab.jpg,tags
Mohammed Irfan - Chukar Mere Man Ko - The Unwind Mix.mp3,Mohammed Irfan,Chukar Mere Man Ko - The Unwind Mix,222.024,P:\Web Development\Audora\frontend\public\songs\covers\Mohammed_Irfan_-_Chukar_Mere_Man_Ko_-_The_Unwind_Mix.jpg,tags
Mohammed Rafi - Badan Pe Sitare Lapete Huye.mp3,Mohammed Rafi,Badan Pe Sitare Lapete Huye,288.192,P:\Web Development\Audora\frontend\public\songs\covers\Mohammed_Rafi_-_Badan_Pe_Sitare_Lapete_Huye.jpg,tags
Mohammed Rafi - Chaudhvin Ka Chand Ho.mp3,Mohammed Rafi,Chaudhvin Ka Chand Ho,223.536,P:\Web Development\Audora\frontend\public\songs\covers\Mohammed_Rafi_-_Chaudhvin_Ka_Chand_Ho.jpg,tags
Mohammed Rafi - Dil Ka Bhanwar Kare Pukar.mp3,Mohammed Rafi,Dil Ka Bhanwar Kare Pukar,199.152,P:\Web Development\Audora\frontend\public\songs\covers\Mohammed_Rafi_-_Dil_Ka_Bhanwar_Kare_Pukar.jpg,tags
Mohammed Rafi - Ehsan Tera Hoga Mujh Par.mp3,Mohammed Rafi,Ehsan Tera Hoga Mujh Par,206.928,P:\Web Development\Audora\frontend\public\songs\covers\Mohammed_Rafi_-_Ehsan_Tera_Hoga_Mujh_Par.jpg,tags
Mohammed Rafi - Likhe Jo Khat Tujhe.mp3,Mohammed Rafi,Likhe Jo Khat Tujhe,273.576,P:\Web Development\Audora\frontend\public\songs\covers\Mohammed_Rafi_-_Likhe_Jo_Khat_Tujhe.jpg,tags
Mohammed Rafi - Main Zindagi Ka Saath Nibhata Chala Gaya.mp3,Mohammed Rafi,Main Zindagi Ka Saath Nibhata Chala Gaya,230.664,P:\Web Development\Audora\frontend\public\songs\covers\Mohammed_Rafi_-_Main_Zindagi_Ka_Saath_Nibhata_Chala_Gaya.jpg,tags
Mohammed Rafi - Taarif Karoon Kya Uski.mp3,Mohammed Rafi,Taarif Karoon Kya Uski,326.712,P:\Web Development\Audora\frontend\public\songs\covers\Mohammed_Rafi_-_Taarif_Karoon_Kya_Uski.jpg,tags
"Mohammed Rafi, DJ Percy - Gulabi Ankhen - Remix.mp3",Mohammed Rafi/DJ Percy,Gulabi Ankhen - Remix,160.728,P:\Web Development\Audora\frontend\public\songs\covers\Mohammed_Rafi__DJ_Percy_-_Gulabi_Ankhen_-_Remix.jpg,tags
"Mohammed Rafi, Sanam - Taarif Karoon.mp3",Mohammed Rafi/Sanam,Taarif Karoon,157.8,P:\Web Development\Audora\frontend\public\songs\covers\Mohammed_Rafi__Sanam_-_Taarif_Karoon.jpg,tags
"Mohammed Rafi, Sushma Shrestha - Kya Hua Tera Wada.mp3",Mohammed Rafi/Sushma Shrestha,Kya Hua Tera Wada,240.024,P:\Web Development\Audora\frontend\public\songs\covers\Mohammed_Rafi__Sushma_Shrestha_-_Kya_Hua_Tera_Wada.jpg,tags
Mohit Chauhan - Haawa Haawa.mp3,Mohit Chauhan,Haawa Haawa,339.888,P:\Web Development\Audora\frontend\public\songs\covers\Mohit_Chauhan_-_Haawa_Haawa.jpg,tags
Mohit Chauhan - Jaagran (Rockstar).mp3,Mohit Chauhan,Jaagran (Rockstar),63.168,P:\Web Development\Audora\frontend\public\songs\covers\Mohit_Chauhan_-_Jaagran__Rockstar_.jpg,tags
Mohit Chauhan - Jo Bhi Main.mp3,Mohit Chauhan,Jo Bhi Main,273.528,P:\Web Development\Audora\frontend\public\songs\covers\Mohit_Chauhan_-_Jo_Bhi_Main.jpg,tags
Mohit Chauhan - Saadda Haq.mp3,Mohit Chauhan,Saadda Haq,362.688,P:\Web Development\Audora\frontend\public\songs\covers\Mohit_Chauhan_-_Saadda_Haq.jpg,tags
"Mohit Chauhan, Alma Ferovic - Aur Ho.mp3",Mohit Chauhan/Alma Ferovic,Aur Ho,332.448,P:\Web Development\Audora\frontend\public\songs\covers\Mohit_Chauhan__Alma_Ferovic_-_Aur_Ho.jpg,tags
"Mohit Chauhan, Karthik - Sheher Mein.mp3",Mohit Chauhan/Karthik,Sheher Mein,241.776,P:\Web Development\Audora\frontend\public\songs\covers\Mohit_Chauhan__Karthik_-_Sheher_Mein.jpg,tags
"Mohit Chauhan, Suzanne D'Mello - Tum Ho.mp3",Mohit Chauhan/Suzanne D'Mello,Tum Ho,316.536,P:\Web Development\Audora\frontend\public\songs\covers\Mohit_Chauhan__Suzanne_D_Mello_-_Tum_Ho.jpg,tags
Mukesh - Kisi Ki Muskurahaton Pe.mp3,Mukesh,Kisi Ki Muskurahaton Pe,267.264,P:\Web Development\Audora\frontend\public\songs\covers\Mukesh_-_Kisi_Ki_Muskurahaton_Pe.jpg,tags
Mukhtar Sahota - Charka.mp3,Mukhtar Sahota,Charka,340.8,P:\Web Development\Audora\frontend\public\songs\covers\Mukhtar_Sahota_-_Charka.jpg,tags
"Nakash Aziz, Sunidhi Chauhan, B. Ajaneesh Loknath, Anup Bhandari - Ra Ra Rakkamma.mp3",Nakash Aziz/Sunidhi Chauhan/B. Ajaneesh Loknath/Anup Bhandari,Ra Ra Rakkamma,218.376,P:\Web Development\Audora\frontend\public\songs\covers\Nakash_Aziz__Sunidhi_Chauhan__B._Ajaneesh_Loknath__Anup_Bhandari_-_Ra_Ra_Rakkamma.jpg,tags
"Naughty Boy, Sam Smith - La La La.mp3",Naughty Boy/Sam Smith,La La La,222.672,P:\Web Development\Audora\frontend\public\songs\covers\Naughty_Boy__Sam_Smith_-_La_La_La.jpg,tags
Neha Kakkar - Kar Gayi Chull.mp3,Neha Kakkar,Kar Gayi Chull,175.272,P:\Web Development\Audora\frontend\public\songs\covers\Neha_Kakkar_-_Kar_Gayi_Chull.jpg,tags
"Neha Kakkar, Dhvani Bhanushali, Ikka - Dilbar.mp3",Neha Kakkar/Dhvani Bhanushali/Ikka,Dilbar,184.464,P:\Web Development\Audora\frontend\public\songs\covers\Neha_Kakkar__Dhvani_Bhanushali__Ikka_-_Dilbar.jpg,tags
"Neha Kakkar, Dhvani Bhanushali, Ikka, Tanishk Bagchi - Dilbar (From 'Satyameva Jayate').mp3",Neha Kakkar/Dhvani Bhanushali/Ikka/Tanishk Bagchi,"Dilbar (From ""Satyameva Jayate"")",184.464,P:\Web Development\Audora\frontend\public\songs\covers\Neha_Kakkar__Dhvani_Bhanushali__Ikka__Tanishk_Bagchi_-_Dilbar__From__Satyameva_Jayate__.jpg,tags
"Neha Kakkar, Mika Singh, Kumar Sanu, Tanishk Bagchi - Aankh Marey (From 'Simmba').mp3",Neha Kakkar/Mika Singh/Kumar Sanu/Tanishk Bagchi,"Aankh Marey (From ""Simmba"")",212.784,P:\Web Development\Audora\frontend\public\songs\covers\Neha_Kakkar__Mika_Singh__Kumar_Sanu__Tanishk_Bagchi_-_Aankh_Marey__From__Simmba__.jpg,tags
"Neha Kakkar, Rashmi Virag - Gali Gali.mp3",Neha Kakkar/Rashmi Virag,Gali Gali,195.048,P:\Web Development\Audora\frontend\public\songs\covers\Neha_Kakkar__Rashmi_Virag_-_Gali_Gali.jpg,tags
"Neha Kakkar, Rohanpreet Singh, Showkidd, Samay - Baarish Mein Tum.mp3",Neha Kakkar/Rohanpreet Singh/Showkidd/Samay,Baarish Mein Tum,227.136,P:\Web Development\Audora\frontend\public\songs\covers\Neha_Kakkar__Rohanpreet_Singh__Showkidd__Samay_-_Baarish_Mein_Tum.jpg,tags
"Neha Kakkar, Tulsi Kumar, B Praak - O Saki Saki (From 'Batla House').mp3",Neha Kakkar/Tulsi Kumar/B Praak,"O Saki Saki (From ""Batla House"")",191.136,P:\Web Development\Audora\frontend\public\songs\covers\Neha_Kakkar__Tulsi_Kumar__B_Praak_-_O_Saki_Saki__From__Batla_House__.jpg,tags
"Nilotpal Bora, Hussain Haidry - Dhaaga.mp3",Nilotpal Bora/Hussain Haidry,Dhaaga,232.848,P:\Web Development\Audora\frontend\public\songs\covers\Nilotpal_Bora__Hussain_Haidry_-_Dhaaga.jpg,tags
"PARTYNEXTDOOR, Drake, Yebba - DIE TRYING.mp3",PARTYNEXTDOOR/Drake/Yebba,DIE TRYING,195.456,P:\Web Development\Audora\frontend\public\songs\covers\PARTYNEXTDOOR__Drake__Yebba_-_DIE_TRYING.jpg,tags
"Palak Muchhal, Arijit Singh - Chahun Main Ya Naa.mp3",Palak Muchhal/Arijit Singh,Chahun Main Ya Naa,304.944,P:\Web Development\Audora\frontend\public\songs\covers\Palak_Muchhal__Arijit_Singh_-_Chahun_Main_Ya_Naa.jpg,tags
"Payal Dev, Jubin Nautiyal, Kunaal Vermaa - Tum Hi Aana (From 'Marjaavaan').mp3",Payal Dev/Jubin Nautiyal/Kunaal Vermaa,"Tum Hi Aana (From ""Marjaavaan"")",249.168,P:\Web Development\Audora\frontend\public\songs\covers\Payal_Dev__Jubin_Nautiyal__Kunaal_Vermaa_-_Tum_Hi_Aana__From__Marjaavaan__.jpg,tags
Polyphia - Playing God.mp3,Polyphia,Playing God,205.968,P:\Web Development\Audora\frontend\public\songs\covers\Polyphia_-_Playing_God.jpg,tags
"Pritam, Amitabh Bhattacharya, Arijit Singh, Shreya Ghoshal - Tere Hawale (Arijit - Shreya Duet).mp3",Pritam/Amitabh Bhattacharya/Arijit Singh/Shreya Ghoshal,Tere Hawale (Arijit - Shreya Duet),348.264,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Amitabh_Bhattacharya__Arijit_Singh__Shreya_Ghoshal_-_Tere_Hawale__Arijit_-_Shreya_Duet_.jpg,tags
"Pritam, Arijit Singh - Ae Dil Hai Mushkil Title Track.mp3",Pritam/Arijit Singh,Ae Dil Hai Mushkil Title Track,269.064,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Arijit_Singh_-_Ae_Dil_Hai_Mushkil_Title_Track.jpg,tags
"Pritam, Arijit Singh - Hawayein.mp3",Pritam/Arijit Singh,Hawayein,290.04,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Arijit_Singh_-_Hawayein.jpg,tags
"Pritam, Arijit Singh - Khairiyat (Bonus Track).mp3",Pritam/Arijit Singh,Khairiyat (Bonus Track),270.744,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Arijit_Singh_-_Khairiyat__Bonus_Track_.jpg,tags
"Pritam, Arijit Singh - Khairiyat.mp3",Pritam/Arijit Singh,Khairiyat,280.32,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Arijit_Singh_-_Khairiyat.jpg,tags
"Pritam, Arijit Singh - Raabta.mp3",Pritam/Arijit Singh,Raabta,243.624,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Arijit_Singh_-_Raabta.jpg,tags
"Pritam, Arijit Singh - Shayad.mp3",Pritam/Arijit Singh,Shayad,220.632,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Arijit_Singh_-_Shayad.jpg,tags
"Pritam, Arijit Singh - Woh Din.mp3",Pritam/Arijit Singh,Woh Din,258.072,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Arijit_Singh_-_Woh_Din.jpg,tags
"Pritam, Arijit Singh, Amitabh Bhattacharya - Kesariya (From 'Brahmastra').mp3",Pritam/Arijit Singh/Amitabh Bhattacharya,"Kesariya (From ""Brahmastra"")",268.2,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Arijit_Singh__Amitabh_Bhattacharya_-_Kesariya__From__Brahmastra__.jpg,tags
"Pritam, Arijit Singh, Amitabh Bhattacharya - O Bedardeya (From 'Tu Jhoothi Main Makkaar').mp3",Pritam/Arijit Singh/Amitabh Bhattacharya,"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",313.08,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Arijit_Singh__Amitabh_Bhattacharya_-_O_Bedardeya__From__Tu_Jhoothi_Main_Makkaar__.jpg,tags
"Pritam, Arijit Singh, Badshah, Jonita Gandhi, Nakash Aziz - The Breakup Song.mp3",Pritam/Arijit Singh/Badshah/Jonita Gandhi/Nakash Aziz,The Breakup Song,242.04,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Arijit_Singh__Badshah__Jonita_Gandhi__Nakash_Aziz_-_The_Breakup_Song.jpg,tags
"Pritam, Arijit Singh, Irshad Kamil - O Maahi.mp3",Pritam/Arijit Singh/Irshad Kamil,O Maahi,233.496,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Arijit_Singh__Irshad_Kamil_-_O_Maahi.jpg,tags
"Pritam, Arijit Singh, Nikhita Gandhi, Amitabh Bhattacharya - Aavan Jaavan.mp3",Pritam/Arijit Singh/Nikhita Gandhi/Amitabh Bhattacharya,Aavan Jaavan,225.576,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Arijit_Singh__Nikhita_Gandhi__Amitabh_Bhattacharya_-_Aavan_Jaavan.jpg,tags
"Pritam, Atif Aslam, Alisha Chinai - Tera Hone Laga Hoon.mp3",Pritam/Atif Aslam/Alisha Chinai,Tera Hone Laga Hoon,299.856,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Atif_Aslam__Alisha_Chinai_-_Tera_Hone_Laga_Hoon.jpg,tags
"Pritam, Atif Aslam, Amitabh Bhattacharya - Tu Chahiye.mp3",Pritam/Atif Aslam/Amitabh Bhattacharya,Tu Chahiye,272.712,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Atif_Aslam__Amitabh_Bhattacharya_-_Tu_Chahiye.jpg,tags
"Pritam, Javed Bashir - Ye Tune Kya Kiya.mp3",Pritam/Javed Bashir,Ye Tune Kya Kiya,314.28,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Javed_Bashir_-_Ye_Tune_Kya_Kiya.jpg,tags
"Pritam, Jubin Nautiyal, Neelesh Misra - Zindagi Kuch Toh Bata (Reprise).mp3",Pritam/Jubin Nautiyal/Neelesh Misra,Zindagi Kuch Toh Bata (Reprise),258.912,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Jubin_Nautiyal__Neelesh_Misra_-_Zindagi_Kuch_Toh_Bata__Reprise_.jpg,tags
"Pritam, KK - Dil Ibaadat.mp3",Pritam/KK,Dil Ibaadat,326.736,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__KK_-_Dil_Ibaadat.jpg,tags
"Pritam, KK - Haan Tu Hain.mp3",Pritam/KK,Haan Tu Hain,324.912,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__KK_-_Haan_Tu_Hain.jpg,tags
"Pritam, KK - Labon Ko.mp3",Pritam/KK,Labon Ko,341.064,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__KK_-_Labon_Ko.jpg,tags
"Pritam, KK - Tu Hi Meri Shab Hai - From 'Gangster'.mp3",Pritam/KK,"Tu Hi Meri Shab Hai - From ""Gangster""",387.984,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__KK_-_Tu_Hi_Meri_Shab_Hai_-_From__Gangster_.jpg,tags
"Pritam, KK - Zara Sa.mp3",Pritam/KK,Zara Sa,303.72,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__KK_-_Zara_Sa.jpg,tags
"Pritam, KK, Neelesh Misra - Kya Mujhe Pyar Hai.mp3",Pritam/KK/Neelesh Misra,Kya Mujhe Pyar Hai,266.688,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__KK__Neelesh_Misra_-_Kya_Mujhe_Pyar_Hai.jpg,tags
"Pritam, Mika Singh, Shefali Alvares - Subha Hone Na De.mp3",Pritam/Mika Singh/Shefali Alvares,Subha Hone Na De,288.744,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Mika_Singh__Shefali_Alvares_-_Subha_Hone_Na_De.jpg,tags
"Pritam, Mika Singh, Shefali Alvares - Tu Mera Hero.mp3",Pritam/Mika Singh/Shefali Alvares,Tu Mera Hero,291.888,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Mika_Singh__Shefali_Alvares_-_Tu_Mera_Hero.jpg,tags
"Pritam, Mohit Chauhan, Irshad Kamil - Pee Loon.mp3",Pritam/Mohit Chauhan/Irshad Kamil,Pee Loon,285.72,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Mohit_Chauhan__Irshad_Kamil_-_Pee_Loon.jpg,tags
"Pritam, Mohit Chauhan, Irshad Kamil - Tum Se Hi.mp3",Pritam/Mohit Chauhan/Irshad Kamil,Tum Se Hi,321.264,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Mohit_Chauhan__Irshad_Kamil_-_Tum_Se_Hi.jpg,tags
"Pritam, Neeraj Shridhar, Amrita Kak - Character Dheela.mp3",Pritam/Neeraj Shridhar/Amrita Kak,Character Dheela,226.344,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Neeraj_Shridhar__Amrita_Kak_-_Character_Dheela.jpg,tags
"Pritam, Neeraj Shridhar, Suzanne D'Mello - Prem Ki Naiyya.mp3",Pritam/Neeraj Shridhar/Suzanne D'Mello,Prem Ki Naiyya,251.16,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Neeraj_Shridhar__Suzanne_D_Mello_-_Prem_Ki_Naiyya.jpg,tags
"Pritam, Neeraj Shridhar, Tulsi Kumar, Ashish Pandit - Love Mera Hit Hit.mp3",Pritam/Neeraj Shridhar/Tulsi Kumar/Ashish Pandit,Love Mera Hit Hit,286.08,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Neeraj_Shridhar__Tulsi_Kumar__Ashish_Pandit_-_Love_Mera_Hit_Hit.jpg,tags
"Pritam, Papon - Jiyein Kyun.mp3",Pritam/Papon,Jiyein Kyun,265.008,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Papon_-_Jiyein_Kyun.jpg,tags
